L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y,R0_x,R0_y,R1_x,R1_y,R2_x,R2_y,R3_x,R3_y,R4_x,R4_y,R5_x,R5_y,R6_x,R6_y,R7_x,R7_y,R8_x,R8_y,R9_x,R9_y,R10_x,R10_y,R11_x,R11_y,R12_x,R12_y,R13_x,R13_y,R14_x,R14_y,R15_x,R15_y,R16_x,R16_y,R17_x,R17_y,R18_x,R18_y,R19_x,R19_y,R20_x,R20_y,label
0.4351566731929779,0.559940755367279,0.4744490385055542,0.5169302225112915,0.4910670518875122,0.4613317847251892,0.4943180680274963,0.4088612198829651,0.4703821837902069,0.3876605331897735,0.459089070558548,0.4204229414463043,0.4715723991394043,0.3724132180213928,0.4780293107032776,0.4057704210281372,0.4689689874649048,0.4335541427135467,0.4377415776252746,0.416459709405899,0.446857213973999,0.3617892265319824,0.4570875465869903,0.4042357802391052,0.447545439004898,0.4331391155719757,0.4136043488979339,0.4179303348064422,0.4210475385189056,0.3562504649162292,0.4368249475955963,0.397222489118576,0.4301274716854095,0.4308652877807617,0.3851494789123535,0.4252704083919525,0.3943022489547729,0.3717338442802429,0.4118382930755615,0.3946392238140106,0.4118650257587433,0.4239926338195801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.4406093955039978,0.5609310269355774,0.4787123203277588,0.51878422498703,0.4947320520877838,0.4658212065696716,0.4973755180835724,0.414090484380722,0.4751901924610138,0.3865363001823425,0.4652163386344909,0.4238816201686859,0.4777420461177826,0.3741844892501831,0.4851720333099365,0.4035401046276092,0.4768591225147247,0.4323292374610901,0.4434883296489715,0.4198416471481323,0.4528025984764099,0.3607496619224548,0.463857889175415,0.4005550742149353,0.4548502266407013,0.4318928718566894,0.419201135635376,0.4215942025184631,0.4265621900558471,0.3566263914108276,0.4430911839008331,0.3955116868019104,0.4370516836643219,0.4311857223510742,0.3906729817390442,0.4299848675727844,0.398012101650238,0.373149424791336,0.4161602556705475,0.3934999704360962,0.417427122592926,0.4236524999141693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.438978910446167,0.5634102821350098,0.4778093099594116,0.5227352976799011,0.4955027401447296,0.4657835662364959,0.4989875257015228,0.4125165343284607,0.4754331111907959,0.3912022113800049,0.4643216729164123,0.4229484498500824,0.4778720140457153,0.3761648535728454,0.4851822257041931,0.4063950777053833,0.4765825569629669,0.4328587055206299,0.4426100850105285,0.41901296377182,0.4525847733020782,0.3633550405502319,0.4637026488780975,0.4048030972480774,0.4545916020870209,0.4335746169090271,0.4185068607330322,0.4206078946590423,0.4268468022346496,0.3580128252506256,0.4432346820831299,0.3983094394207001,0.4367000460624695,0.4323583543300628,0.3901435434818268,0.4281763732433319,0.3993996381759643,0.3737262487411499,0.4168916344642639,0.3956340253353119,0.4168371558189392,0.4247853755950928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.4397189319133758,0.5643641948699951,0.4790976345539093,0.5231261253356934,0.497117280960083,0.4660603702068329,0.5002752542495728,0.412240207195282,0.47580486536026,0.3912874460220337,0.4662941098213196,0.4227678477764129,0.4794987440109253,0.3759861290454864,0.4857056736946106,0.4076116681098938,0.4769575893878937,0.4340914487838745,0.4439196288585663,0.4186261892318725,0.4533315598964691,0.3627901077270508,0.463793933391571,0.4043509364128113,0.4550249576568603,0.4332410097122192,0.419277161359787,0.4203437268733978,0.4272226989269256,0.3571658730506897,0.4432419538497925,0.3976360559463501,0.4370435178279876,0.4317205846309662,0.3907204270362854,0.4282731711864471,0.3996268808841705,0.3736185729503631,0.4167400598526001,0.3957779705524444,0.4167414307594299,0.4248019158840179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.439313143491745,0.5640795230865479,0.4792713224887848,0.5230584740638733,0.4974181950092315,0.4663953185081482,0.5008142590522766,0.4121512472629547,0.4762194156646728,0.3922230899333954,0.4656315743923187,0.4235063791275024,0.4784936010837555,0.3768582344055176,0.48594731092453,0.4082239270210266,0.477524071931839,0.4354546070098877,0.4440183341503143,0.4191958904266357,0.4529733061790466,0.3634299039840698,0.4637638628482818,0.4051806330680847,0.4547500610351562,0.4346253871917724,0.4196805357933044,0.4206190407276153,0.4276351034641266,0.3581730425357818,0.4434969127178192,0.3992140591144562,0.4367590546607971,0.4337307512760162,0.3909116089344024,0.4281502366065979,0.4008602201938629,0.3740137219429016,0.4182876646518707,0.3972311019897461,0.4178248345851898,0.4271868467330932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.4387446641921997,0.5632225275039673,0.4786355495452881,0.5227600336074829,0.4968528747558594,0.4662558734416961,0.5002515912055969,0.411385029554367,0.4746315479278564,0.3921479880809784,0.4655825495719909,0.4232082068920135,0.4784683287143707,0.3758848905563354,0.4863326251506805,0.406294047832489,0.4783037304878235,0.4337325096130371,0.4438608586788177,0.4189521074295044,0.4529507458209991,0.3626658916473388,0.4637114405632019,0.4042403101921081,0.4546539783477783,0.4342150092124939,0.4194035828113556,0.4204729795455932,0.4272907376289367,0.3573340475559234,0.4430429935455322,0.3984430134296417,0.4362174570560455,0.4336654245853424,0.3904200792312622,0.4281452000141144,0.3998699784278869,0.3734882473945617,0.4173445105552673,0.3967388272285461,0.4169977009296417,0.4273801445960998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.4392965137958526,0.5639302730560303,0.4784268736839294,0.5225239992141724,0.4961564242839813,0.4661226868629455,0.5001675486564636,0.4127517640590668,0.4760476350784302,0.3912456631660461,0.4645336270332336,0.4223013818264007,0.4775099158287048,0.3762186467647552,0.4850369691848755,0.408351331949234,0.4761330187320709,0.436172753572464,0.4432858526706695,0.4183770418167114,0.4527468979358673,0.3634315133094787,0.4633929431438446,0.4055495262145996,0.4538202285766601,0.4351280331611633,0.4191645383834839,0.4199091494083404,0.4275194406509399,0.3581858277320862,0.4431782960891723,0.3995793461799621,0.4359958171844482,0.4341702461242676,0.3904736638069153,0.4274359941482544,0.4003576040267944,0.3738050758838653,0.4175769090652466,0.3971844911575317,0.4169052243232727,0.4271065592765808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.4385524988174438,0.5638947486877441,0.4782498180866241,0.5224997997283936,0.4961705505847931,0.4661576449871063,0.4993712902069092,0.4119359850883484,0.4742620587348938,0.3906574547290802,0.4645880758762359,0.421911209821701,0.4773683845996856,0.3744847178459167,0.4849468767642975,0.4061819314956665,0.4764713943004608,0.4335139393806457,0.4428920149803161,0.4182018339633941,0.451826810836792,0.3628296256065368,0.462415486574173,0.4048938751220703,0.4530485868453979,0.4336758852005005,0.4185443818569183,0.4199358224868774,0.426608145236969,0.3580599427223205,0.4422222375869751,0.3992636203765869,0.435039222240448,0.4331755042076111,0.3896742761135101,0.4274419248104095,0.399633914232254,0.3740829229354858,0.4170041084289551,0.397739976644516,0.4162434339523315,0.4274919331073761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.441246747970581,0.5627906322479248,0.4795769453048706,0.5218865275382996,0.4969418048858642,0.463998943567276,0.5003836750984192,0.4092235565185547,0.4754717051982879,0.3895211219787597,0.4647120237350464,0.4195002019405365,0.4779416918754577,0.3727977275848388,0.4857475459575653,0.4056179225444793,0.4768310487270355,0.4331864416599273,0.4431433081626892,0.4160731434822082,0.4528898000717163,0.3611782193183899,0.4641989469528198,0.403887003660202,0.4544254243373871,0.4328218698501587,0.4189476072788238,0.4183885455131531,0.4272274971008301,0.3560114800930023,0.4437344968318939,0.3977057933807373,0.43655526638031,0.4319946765899658,0.3902993500232696,0.4269905686378479,0.3998666405677795,0.3726145327091217,0.4172788262367248,0.3960592150688171,0.416399598121643,0.4257098734378814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.4410644769668579,0.5632221102714539,0.4793298244476318,0.5217494964599609,0.4971156418323517,0.4636595845222473,0.5007807016372681,0.4092413485050201,0.4759287536144256,0.3889941871166229,0.4657809436321258,0.4189379513263702,0.4787395596504211,0.3725604712963104,0.4864634871482849,0.4048986136913299,0.4781170487403869,0.4323191940784454,0.4438367784023285,0.4152738153934479,0.4533189535140991,0.3603541851043701,0.4642175436019897,0.4030177295207977,0.4548448920249939,0.4325374662876129,0.4194683730602264,0.4175958335399627,0.4275421798229217,0.3558968603610992,0.4434781074523926,0.3977025747299194,0.4367086887359619,0.4321901202201843,0.3908546864986419,0.4264993667602539,0.4007437825202942,0.3722221553325653,0.4179629981517792,0.3965253829956054,0.4174259006977081,0.4267721176147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
