L0_x,L0_y,L0_z,L1_x,L1_y,L1_z,L2_x,L2_y,L2_z,L3_x,L3_y,L3_z,L4_x,L4_y,L4_z,L5_x,L5_y,L5_z,L6_x,L6_y,L6_z,L7_x,L7_y,L7_z,L8_x,L8_y,L8_z,L9_x,L9_y,L9_z,L10_x,L10_y,L10_z,L11_x,L11_y,L11_z,L12_x,L12_y,L12_z,L13_x,L13_y,L13_z,L14_x,L14_y,L14_z,L15_x,L15_y,L15_z,L16_x,L16_y,L16_z,L17_x,L17_y,L17_z,L18_x,L18_y,L18_z,L19_x,L19_y,L19_z,L20_x,L20_y,L20_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z,R2_x,R2_y,R2_z,R3_x,R3_y,R3_z,R4_x,R4_y,R4_z,R5_x,R5_y,R5_z,R6_x,R6_y,R6_z,R7_x,R7_y,R7_z,R8_x,R8_y,R8_z,R9_x,R9_y,R9_z,R10_x,R10_y,R10_z,R11_x,R11_y,R11_z,R12_x,R12_y,R12_z,R13_x,R13_y,R13_z,R14_x,R14_y,R14_z,R15_x,R15_y,R15_z,R16_x,R16_y,R16_z,R17_x,R17_y,R17_z,R18_x,R18_y,R18_z,R19_x,R19_y,R19_z,R20_x,R20_y,R20_z,label
0.2181015908718109,0.681251049041748,3.86142176012072e-07,0.2703979015350342,0.6489319205284119,-0.0183030143380165,0.3153362572193146,0.5981456637382507,-0.0275301821529865,0.350139856338501,0.5575500130653381,-0.0367499440908432,0.3815874457359314,0.5339370369911194,-0.0461866296827793,0.2804127037525177,0.5010119080543518,-0.0128261176869273,0.3024632930755615,0.4312940239906311,-0.027451679110527,0.3135194778442383,0.387026846408844,-0.0407956838607788,0.3215138018131256,0.348581850528717,-0.0505758821964263,0.2472389191389084,0.4888514280319214,-0.0167523734271526,0.2551108598709106,0.4040087461471557,-0.0291619040071964,0.2601913809776306,0.349961906671524,-0.0415055193006992,0.2636815309524536,0.3059206008911133,-0.0506891086697578,0.2149889767169952,0.4936821758747101,-0.0235133413225412,0.2194646447896957,0.4139822721481323,-0.0367744527757167,0.2248457670211792,0.3633090853691101,-0.0476594790816307,0.230291411280632,0.3212787806987762,-0.0551225952804088,0.182432010769844,0.5129550099372864,-0.0322648249566555,0.1715542823076248,0.4542484879493713,-0.0459609925746917,0.1653140783309936,0.413584440946579,-0.0523521490395069,0.1613859832286834,0.3762645721435547,-0.0559401288628578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.1887737512588501,0.665418803691864,3.657181366634177e-07,0.243567481637001,0.6326585412025452,-0.0215786602348089,0.2889470160007477,0.5796288847923279,-0.0314859673380851,0.3212609887123108,0.5331608653068542,-0.040803775191307,0.3486001789569855,0.4979873895645141,-0.0499518550932407,0.2462177127599716,0.4748472869396209,-0.013614809140563,0.2619233727455139,0.4005307555198669,-0.0276369508355855,0.26863494515419,0.3540887832641601,-0.0406104885041713,0.2727763652801513,0.3137415647506714,-0.0503699406981468,0.210610955953598,0.464651346206665,-0.0157728753983974,0.2121591418981552,0.3763730525970459,-0.0278316363692283,0.2116772234439849,0.3225783109664917,-0.0403657481074333,0.2095071375370025,0.280103325843811,-0.0497003719210624,0.1775816529989242,0.4721802473068237,-0.0210486724972724,0.1765432655811309,0.3890931904315948,-0.0343644060194492,0.1753456890583038,0.3375437557697296,-0.0454178526997566,0.1740630269050598,0.2947350740432739,-0.0529811196029186,0.1452865004539489,0.4943428039550781,-0.0285908803343772,0.1310209184885025,0.434054970741272,-0.0424727834761142,0.1215547248721122,0.3937875628471374,-0.0491080731153488,0.114308662712574,0.3567450046539306,-0.0527506545186042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.1826279461383819,0.6597137451171875,4.289530863843538e-07,0.2365417778491974,0.6236481666564941,-0.023776052519679,0.2813120484352112,0.568794846534729,-0.0329842865467071,0.310001015663147,0.5215383172035217,-0.0405882336199283,0.3339300751686096,0.4853067398071289,-0.0479313284158706,0.2331490814685821,0.4686063826084137,-0.0162257794290781,0.2459424287080764,0.3938215672969818,-0.0309524480253458,0.2509579062461853,0.3467984795570373,-0.0441472604870796,0.2530520558357239,0.3064960837364197,-0.0538092777132988,0.1973744034767151,0.4605839252471924,-0.0173905175179243,0.1970790326595306,0.3722448945045471,-0.03047208301723,0.1948359161615371,0.3177489042282104,-0.0437037199735641,0.1915418952703476,0.273647129535675,-0.0532769821584224,0.1634894013404846,0.4698475301265716,-0.0219250731170177,0.1600075215101242,0.385482907295227,-0.0367509312927722,0.1584868878126144,0.3336946666240692,-0.0491165742278099,0.1579804420471191,0.2907747626304626,-0.0570903271436691,0.1305245161056518,0.4939140379428863,-0.0288125686347484,0.1141061186790466,0.4336797595024109,-0.0443731099367141,0.103738322854042,0.3947256207466125,-0.0525043196976184,0.0968931764364242,0.3573384881019592,-0.0568158216774463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.2016187906265258,0.6636824607849121,4.016083039459773e-07,0.2521767318248749,0.6341120004653931,-0.0223690941929817,0.2992720603942871,0.5847213864326477,-0.0341917723417282,0.3361734747886657,0.5448122024536133,-0.0453350208699703,0.3670659959316253,0.5157207250595093,-0.0568334572017192,0.2640208899974823,0.4849123060703277,-0.018481058999896,0.2835303544998169,0.4167414605617523,-0.0362089425325393,0.2940240204334259,0.3737891912460327,-0.0519056357443332,0.302433580160141,0.3360424935817718,-0.0629139617085456,0.2296518832445144,0.4735641181468963,-0.0212190095335245,0.2368891835212707,0.3927178382873535,-0.0357841812074184,0.2425554543733596,0.3422619998455047,-0.0492074452340602,0.247512012720108,0.3010462820529938,-0.0590272881090641,0.1957664638757705,0.4789250195026397,-0.0271807964891195,0.2014887779951095,0.4003636240959167,-0.0424705743789672,0.2058621346950531,0.3517704606056213,-0.0533193349838256,0.2106309682130813,0.3119044303894043,-0.0604450181126594,0.1615787148475647,0.4989140927791595,-0.0354425832629203,0.1531453132629394,0.4395526647567749,-0.0503925159573555,0.1472987979650497,0.4001521468162536,-0.0566416196525096,0.1428242623805999,0.3646813333034515,-0.0598415806889534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.201487511396408,0.6636978387832642,4.021726169867179e-07,0.2520703971385956,0.6341559886932373,-0.0224018320441246,0.2992469668388366,0.5848087668418884,-0.0342111587524414,0.3362159430980682,0.5449258089065552,-0.0453449226915836,0.3671018779277801,0.5158405303955078,-0.0568280406296253,0.2639715075492859,0.4849026501178741,-0.0183878000825643,0.2834486663341522,0.4166835844516754,-0.0360878258943557,0.2939256131649017,0.3736948370933532,-0.0517854206264019,0.3023622632026672,0.3359143137931824,-0.0627979859709739,0.229618102312088,0.4735551476478576,-0.0211000628769397,0.236780509352684,0.3927073776721954,-0.0356372520327568,0.242446944117546,0.3421996831893921,-0.0490766391158103,0.2474664151668548,0.3009542822837829,-0.0589106418192386,0.1957564204931259,0.4788814485073089,-0.0270454157143831,0.2015016078948974,0.4003437757492065,-0.0423285290598869,0.2059577852487564,0.3518137335777282,-0.0531845055520534,0.2108303904533386,0.3120199143886566,-0.06030785292387,0.1615890562534332,0.4988044798374176,-0.0352984145283699,0.1531877517700195,0.4394925832748413,-0.0502327904105186,0.147351324558258,0.4001645147800445,-0.0564740635454654,0.142872154712677,0.3647577166557312,-0.0596660561859607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.1688552498817443,0.647892415523529,3.600693219141249e-07,0.2227541804313659,0.6152113080024719,-0.0225119851529598,0.2684715986251831,0.5617508888244629,-0.0322983637452125,0.3005662560462951,0.5146377682685852,-0.0410369373857975,0.3265999555587768,0.4783039391040802,-0.0495120175182819,0.2259280532598495,0.460697203874588,-0.0141886100172996,0.2412682026624679,0.3883233368396759,-0.0276969894766807,0.2470920383930206,0.3424140214920044,-0.0403632745146751,0.250182569026947,0.3024978041648865,-0.0498669557273387,0.1909771859645843,0.4508200883865356,-0.0156769882887601,0.1926894187927246,0.3639807105064392,-0.0271331220865249,0.1918085813522339,0.3113542199134826,-0.0393246673047542,0.189360573887825,0.2692654728889465,-0.0484779477119445,0.1579570770263672,0.4581004381179809,-0.0203198436647653,0.1577945351600647,0.3768972158432007,-0.0333388075232505,0.1567415744066238,0.3268280625343323,-0.0440740510821342,0.1555829346179962,0.2854891717433929,-0.051420334726572,0.1246492564678192,0.4796203374862671,-0.0272806752473115,0.1093530133366584,0.4206295013427734,-0.0409559495747089,0.0996362790465354,0.3808876276016235,-0.047383964061737,0.0923203453421592,0.3439857959747314,-0.0509143322706222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.1690150797367096,0.6487278342247009,3.549739062691515e-07,0.2228571623563766,0.6157138347625732,-0.0223693922162055,0.268475592136383,0.5620773434638977,-0.0320731997489929,0.3004010915756225,0.5147051811218262,-0.0407622642815113,0.3261370062828064,0.4779267609119415,-0.0491922721266746,0.2260710150003433,0.4604796469211578,-0.0139964306727051,0.2411809563636779,0.3879646360874176,-0.0274328831583261,0.2469343692064285,0.342083066701889,-0.0400899201631546,0.2499619424343109,0.3021023571491241,-0.0495962239801883,0.1910693794488906,0.4507385492324829,-0.0155545938760042,0.1928748339414596,0.3639534711837768,-0.0269222185015678,0.1918405592441558,0.3114331364631653,-0.0390626713633537,0.1891832798719406,0.2695062756538391,-0.0482165962457656,0.158028095960617,0.4581104815006256,-0.0202715247869491,0.1579381376504898,0.3769291639328003,-0.0332123935222625,0.1568922996520996,0.3269408345222473,-0.0438801795244216,0.1556351780891418,0.2857545614242553,-0.0512198917567729,0.1246531382203102,0.4797357320785522,-0.0273075718432664,0.1094025447964668,0.4205471277236938,-0.0408839881420135,0.099663145840168,0.3807928562164306,-0.0472406931221485,0.0922853052616119,0.3438541889190674,-0.0507626384496688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.2280992269515991,0.6824341416358948,3.659626770513569e-07,0.2818576991558075,0.6540062427520752,-0.0176473092287778,0.328848123550415,0.6090458631515503,-0.0268757324665784,0.3632789850234985,0.5706587433815002,-0.0362922139465808,0.3934806585311889,0.5467700362205505,-0.0457574129104614,0.2962982058525085,0.5057133436203003,-0.0111321918666362,0.319125235080719,0.4369728565216064,-0.0250513777136802,0.3313178718090057,0.3948967456817627,-0.037905715405941,0.3405630588531494,0.3585007488727569,-0.0473450720310211,0.2640592455863952,0.4930018186569214,-0.0154993906617164,0.2752490937709808,0.4096598327159881,-0.0276557840406894,0.2813371419906616,0.35675048828125,-0.0402021594345569,0.2851502299308777,0.3147578537464142,-0.0494975782930851,0.2321259528398513,0.4971255958080292,-0.0227313451468944,0.2395129054784774,0.4183260798454284,-0.0358381569385528,0.2463690042495727,0.3675949871540069,-0.0471132658421993,0.2530454099178314,0.3260643482208252,-0.0548761449754238,0.1991125792264938,0.5154714584350586,-0.0318667851388454,0.1900501996278762,0.4557660222053528,-0.045687761157751,0.1853628158569336,0.4137282967567444,-0.052519928663969,0.183070570230484,0.3749901950359344,-0.0564605258405208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.213386669754982,0.6821426749229431,3.507252301915287e-07,0.267316997051239,0.6549860835075378,-0.0197948943823575,0.3142005503177643,0.6076844930648804,-0.0297809299081563,0.3501605987548828,0.5670871734619141,-0.0395611673593521,0.380304217338562,0.5379730463027954,-0.0499014221131801,0.277627557516098,0.501014769077301,-0.0143505334854125,0.2982895672321319,0.4290188252925873,-0.0285832844674587,0.3072519898414612,0.3867898881435394,-0.0412352345883846,0.313216894865036,0.3492422699928283,-0.0504338853061199,0.2440753132104873,0.4890778362751007,-0.0176670849323272,0.2530926764011383,0.401873767375946,-0.0299124494194984,0.2570675909519195,0.3497666418552398,-0.0427491776645183,0.258027046918869,0.3071335554122925,-0.0523144118487834,0.2113236337900161,0.4947439432144165,-0.0238124914467334,0.2170306146144867,0.4127675890922546,-0.0372959487140178,0.2207272499799728,0.3607074618339538,-0.0494960881769657,0.2239001393318176,0.3180292248725891,-0.0578815937042236,0.1773912757635116,0.5144255757331848,-0.0318620763719081,0.1661180257797241,0.4524170458316803,-0.0456503219902515,0.1610096395015716,0.4099948704242706,-0.0524520315229892,0.1585240066051483,0.3709399402141571,-0.0564497224986553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
0.1973318010568618,0.673270046710968,3.791570293287805e-07,0.251739501953125,0.6428239941596985,-0.0200267564505338,0.2985033690929413,0.5905066728591919,-0.029167715460062,0.3336313962936401,0.5471336841583252,-0.0378802716732025,0.3627772331237793,0.5172678232192993,-0.0469172969460487,0.2596098184585571,0.4876007735729217,-0.0150028653442859,0.2774171233177185,0.4147886335849762,-0.0293848048895597,0.2855352461338043,0.3699898719787597,-0.0423022285103797,0.2909578680992126,0.3309532403945923,-0.0519879348576068,0.2252831012010574,0.4773269295692444,-0.0182243734598159,0.2314717024564743,0.3908572494983673,-0.0306564476341009,0.2333813309669494,0.3378772139549255,-0.0431956127285957,0.2336178123950958,0.2944197952747345,-0.0526635013520717,0.192068874835968,0.4841756224632263,-0.0243038516491651,0.1957737803459167,0.4018747210502624,-0.0380104817450046,0.1971116065979004,0.3507385849952698,-0.0491414330899715,0.1985861361026764,0.3070150911808014,-0.0570063441991806,0.1583364009857177,0.5055306553840637,-0.0324294902384281,0.1467693001031875,0.4455364346504211,-0.0468214526772499,0.1401592195034027,0.4055573046207428,-0.0536980107426643,0.1356976479291916,0.3674852848052978,-0.0577335990965366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hi
